id	title	url	policy	status	localPath	bytes
77a40556-adc6-4bd2-bf2d-3bfac249ad2a	कबीर निर्गुण	/radio-html/assets/audio/77a40556-adc6-4bd2-bf2d-3bfac249ad2a.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/77a40556-adc6-4bd2-bf2d-3bfac249ad2a.mp3	5711814
5791e93b-a997-4765-b8d1-c0fcbb88c384	संप्रभुता का डंका	/radio-html/assets/audio/5791e93b-a997-4765-b8d1-c0fcbb88c384.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/5791e93b-a997-4765-b8d1-c0fcbb88c384.mp3	5973894
f9f70b24-e62f-40a2-b42f-f3a0ba272777	संप्रभुता का डंका	/radio-html/assets/audio/f9f70b24-e62f-40a2-b42f-f3a0ba272777.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/f9f70b24-e62f-40a2-b42f-f3a0ba272777.mp3	5300094
c7fabad5-bd6d-4a60-b985-ad0aae6819c3	चणक्य चांदी	/radio-html/assets/audio/c7fabad5-bd6d-4a60-b985-ad0aae6819c3.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/c7fabad5-bd6d-4a60-b985-ad0aae6819c3.mp3	5138406
fc641c78-b723-4744-a9f0-93ca40542e4f	चणक्य चांदी	/radio-html/assets/audio/fc641c78-b723-4744-a9f0-93ca40542e4f.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/fc641c78-b723-4744-a9f0-93ca40542e4f.mp3	5283318
e1ec848b-c158-4366-ba75-bb0d12943801	चाणक्य सिक्का	/radio-html/assets/audio/e1ec848b-c158-4366-ba75-bb0d12943801.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/e1ec848b-c158-4366-ba75-bb0d12943801.mp3	2311830
4573b54b-63f0-4dac-9e7a-4ba9ddf8acbc	चाणक्य सिक्का	/radio-html/assets/audio/4573b54b-63f0-4dac-9e7a-4ba9ddf8acbc.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/4573b54b-63f0-4dac-9e7a-4ba9ddf8acbc.mp3	2661222
2b968ed3-b8ee-44e4-ad96-e3da7d583ae0	डिजिटल गुरुकुल	/radio-html/assets/audio/2b968ed3-b8ee-44e4-ad96-e3da7d583ae0.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/2b968ed3-b8ee-44e4-ad96-e3da7d583ae0.mp3	5634198
da33361a-8617-4815-b444-dd6d95f00bca	डिजिटल गुरुकुल	/radio-html/assets/audio/da33361a-8617-4815-b444-dd6d95f00bca.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/da33361a-8617-4815-b444-dd6d95f00bca.mp3	5092662
f31751f4-ec55-4c42-a423-07f42895a464	लिटमस परिपथ	/radio-html/assets/audio/f31751f4-ec55-4c42-a423-07f42895a464.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/f31751f4-ec55-4c42-a423-07f42895a464.mp3	2857590
05bb41b7-0a36-4c99-a245-d5d727f902c3	लिटमस परिपथ	/radio-html/assets/audio/05bb41b7-0a36-4c99-a245-d5d727f902c3.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/05bb41b7-0a36-4c99-a245-d5d727f902c3.mp3	2127030
cc265065-cce9-480d-8e32-6f6530047d9b	Shankhnaad Cowbell Drop	/radio-html/assets/audio/cc265065-cce9-480d-8e32-6f6530047d9b.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/cc265065-cce9-480d-8e32-6f6530047d9b.mp3	4566750
28ed327a-4860-4957-a494-fcd59d36bcd9	Shankhnaad Cowbell Drop	/radio-html/assets/audio/28ed327a-4860-4957-a494-fcd59d36bcd9.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/28ed327a-4860-4957-a494-fcd59d36bcd9.mp3	4142934
e038f00c-f649-44ca-8cc5-f2110a995703	कोष्ठक शंखनाद	/radio-html/assets/audio/e038f00c-f649-44ca-8cc5-f2110a995703.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/e038f00c-f649-44ca-8cc5-f2110a995703.mp3	1631478
